request_index,round_index,tool_name,tool_call_id,retry_count,success,error_msg,response_preview
9,25,mcp_maboss_set_maboss_initial_state,call_MlG53SYVcptAatJs2FHGDq0P__vscode-1754819109319,0,True,,
9,25,mcp_maboss_set_maboss_initial_state,call_5KXWR7hIMRIlr9IEiMGQq4mN__vscode-1754819109320,0,True,,
9,25,mcp_maboss_set_maboss_initial_state,call_Q8qpLJdupZUTEk6C47QG57OR__vscode-1754819109321,0,True,,
9,25,mcp_maboss_set_maboss_initial_state,call_7QBG2EezuqX21BDbEKNNDirj__vscode-1754819109322,0,True,,
9,25,mcp_maboss_set_maboss_initial_state,call_0uvK5PQH1DU17MZEliT5Xkvx__vscode-1754819109323,0,True,,
9,25,mcp_maboss_run_simulation,call_MMeNJJKwLaX8OnwUPNprO4d1__vscode-1754819109324,0,True,,
10,0,mcp_maboss_get_simulation_result,call_FauWxSkdjHkUIUwOU5p1eLXi__vscode-1754819109325,0,True,,
11,0,mcp_maboss_check_bnd_and_cfg_name,call_XoholpIfMkjpa3C9peg8Y5tn__vscode-1754819109326,0,True,,
11,0,mcp_physicell_create_session,call_IylyDiY6p2LYqPTCizOLC3IK__vscode-1754819109327,0,True,,
13,0,mcp_physicell_analyze_biological_scenario,call_bflRKRTRqDSjUYVpQ0vkNjlr__vscode-1754819109328,0,True,,
13,0,mcp_physicell_create_simulation_domain,call_BUz9djjeKhbD4iUt5dIlqg6l__vscode-1754819109329,0,True,,
13,0,mcp_physicell_add_single_substrate,call_JMgkYhhokvf4nLDtsK36sz3I__vscode-1754819109330,0,True,,
13,0,mcp_physicell_add_single_cell_type,call_uJuso6cDMFm2UJz5QPc9oBpl__vscode-1754819109331,0,True,,
13,1,mcp_physicell_add_physiboss_model,call_2jiAbSy7SvGGUg2ColTrjk6Q__vscode-1754819109332,0,True,,
13,1,mcp_physicell_configure_cell_parameters,call_vebP9mz386kLsVDlles8vpxh__vscode-1754819109333,0,True,,
13,2,mcp_physicell_configure_physiboss_settings,call_FZpKmtXVLRBogIWzcViBCJig__vscode-1754819109334,0,True,,
13,2,mcp_physicell_add_physiboss_input_link,call_sbypi5edzW8OjE8H2RcpTXad__vscode-1754819109335,0,True,,
13,2,mcp_physicell_add_physiboss_output_link,call_TnejpICby3HSPOlC2IEabPM2__vscode-1754819109336,0,True,,
13,2,mcp_physicell_add_physiboss_output_link,call_adQTNyLxmUMjDiHFX08dswTY__vscode-1754819109337,0,True,,
13,3,mcp_physicell_list_loaded_components,call_jpaFBaAZn26aIdsSHmHoBk0Y__vscode-1754819109338,0,True,,
13,3,mcp_physicell_get_simulation_summary,call_q4mGLqXtE0DkAD5aRxFMvew3__vscode-1754819109339,0,True,,
13,3,mcp_physicell_export_xml_configuration,call_h2yUEmWrnkPnmUj0Sz8PvTHc__vscode-1754819109340,0,True,,
13,3,mcp_physicell_export_cell_rules_csv,call_ILj2pdkZx4Imavc5B9Q7QRZO__vscode-1754819109341,0,True,,
14,0,mcp_physicell_add_single_substrate,call_EVmDl261tGqgXiPVTNKFbtJP__vscode-1754819109342,0,True,,
14,0,mcp_physicell_set_substrate_interaction,call_8QD2TnyK4eL4SGxNXX4eEbJd__vscode-1754819109343,0,True,,
14,0,mcp_physicell_get_simulation_summary,call_v3AiyikCkreYci9ERg74j9Ui__vscode-1754819109344,0,True,,
14,0,mcp_physicell_export_xml_configuration,call_5FbKQTgArgNwBzTkofq0OGoJ__vscode-1754819109345,0,True,,
14,1,create_directory,call_bXE1EXOFofddCGlIMQYZeK7F__vscode-1754819109346,0,True,,
14,2,mcp_physicell_export_xml_configuration,call_FByOHimiQJBfIqy3H46UQURv__vscode-1754819109347,0,True,,
14,3,mcp_physicell_export_xml_configuration,call_oudaurURuBgnIDjplmN1xxcV__vscode-1754819109348,0,True,,
14,4,read_file,call_YZdkeWarbV9qjNWVoe4D3NMJ__vscode-1754819109349,0,True,,
